Arrive Or Depart,Schedule,Airline,Flight Number,Gate,Terminal
D,1/12/2018 4:20:00 PM,American Airlines,1369,A25,4
D,1/12/2018 4:20:00 PM,American Airlines,1886,A2,4
D,1/12/2018 4:20:00 PM,Southwest Airlines,6405,D1,4
A,1/12/2018 4:20:00 PM,United Airlines,1168,8,2
A,1/12/2018 4:20:00 PM,Southwest Airlines,6111,C14,4
A,1/12/2018 4:20:00 PM,Southwest Airlines,1889,C9,4
D,1/12/2018 4:21:00 PM,American Airlines,2083,A21,4
A,1/12/2018 4:21:00 PM,American Airlines,535,B23,4
A,1/12/2018 4:21:00 PM,Delta Air Lines,899,19,3
A,1/12/2018 4:21:00 PM,United Airlines,1797,,2
D,1/12/2018 4:22:00 PM,American Airlines,5927,B16,4
D,1/12/2018 4:24:00 PM,American Airlines,985,A22,4
A,1/12/2018 4:24:00 PM,Volaris,974,B26,4
D,1/12/2018 4:25:00 PM,American Airlines,3037,B1A,4
D,1/12/2018 4:25:00 PM,American Airlines,5831,B2,4
D,1/12/2018 4:25:00 PM,American Airlines,5877,B18,4
D,1/12/2018 4:25:00 PM,American Airlines,5942,B22,4
D,1/12/2018 4:25:00 PM,Southwest Airlines,1412,C11,4
D,1/12/2018 4:27:00 PM,American Airlines,3052,B1,4
A,1/12/2018 4:29:00 PM,United Airlines,364,7,2
D,1/12/2018 4:30:00 PM,American Airlines,500,A10,4
D,1/12/2018 4:30:00 PM,American Airlines,424,B12,4
D,1/12/2018 4:30:00 PM,American Airlines,925,A17,4
A,1/12/2018 4:30:00 PM,Southwest Airlines,1093,C6,4
A,1/14/2018 3:40:00 PM,Southwest Airlines,3463,C8,4
A,1/14/2018 3:45:00 PM,American Airlines,3030,B17,4
A,1/14/2018 3:45:00 PM,American Airlines,1469,A11,4
A,1/14/2018 3:45:00 PM,American Airlines,1308,B14,4
A,1/14/2018 3:45:00 PM,Southwest Airlines,3336,D5,4
A,1/14/2018 3:45:00 PM,Southwest Airlines,4402,C1,4
D,1/14/2018 3:45:00 PM,Southwest Airlines,3669,D8,4
A,1/14/2018 3:45:00 PM,Southwest Airlines,3648,D3,4
A,1/14/2018 3:47:00 PM,American Airlines,2992,A1,4
D,1/14/2018 3:48:00 PM,United Airlines,1419,8,2
A,1/14/2018 3:49:00 PM,American Airlines,5931,B18,4
A,1/14/2018 3:50:00 PM,Sun Country Airlines,603,1,2
D,1/14/2018 3:50:00 PM,American Airlines,623,A18,4
D,1/14/2018 3:50:00 PM,Southwest Airlines,2190,C16,4
D,1/14/2018 3:55:00 PM,American Airlines,2063,B4,4
D,1/14/2018 3:55:00 PM,American Airlines,3176,B1A,4
D,1/14/2018 3:55:00 PM,Southwest Airlines,4107,C11,4
A,1/14/2018 3:58:00 PM,American Airlines,2973,B3,4
A,1/14/2018 4:00:00 PM,Southwest Airlines,2221,C18,4
D,1/14/2018 4:00:00 PM,Southwest Airlines,3908,C17,4
A,1/14/2018 4:00:00 PM,Southwest Airlines,4413,D1,4
A,1/14/2018 4:03:00 PM,Delta Air Lines,2046,17,3
D,1/14/2018 4:05:00 PM,Southwest Airlines,3588,D7,4
D,1/14/2018 4:09:00 PM,United Airlines,1755,5,2
D,1/14/2018 4:10:00 PM,Southwest Airlines,3631,C9,4
D,1/14/2018 4:11:00 PM,Delta Air Lines,709,19,3
D,1/14/2018 4:15:00 PM,American Airlines,551,A3,4
D,1/14/2018 4:15:00 PM,American Airlines,5928,B21,4
A,1/14/2018 4:17:00 PM,American Airlines,571,B28,4
A,1/14/2018 4:18:00 PM,United Airlines,364,7,2
A,1/14/2018 4:20:00 PM,United Airlines,1168,3,2
D,1/14/2018 4:20:00 PM,American Airlines,574,A4,4
D,1/14/2018 4:20:00 PM,American Airlines,1369,A7,4
D,1/14/2018 4:21:00 PM,American Airlines,2083,A10,4
A,1/14/2018 4:21:00 PM,United Airlines,1797,5,2
D,1/14/2018 4:22:00 PM,American Airlines,5927,B2,4
D,1/14/2018 4:25:00 PM,American Airlines,3037,B15A,4
D,1/14/2018 4:25:00 PM,American Airlines,5831,B17,4
D,1/14/2018 4:25:00 PM,American Airlines,5877,B18,4
D,1/14/2018 4:25:00 PM,American Airlines,5942,B7,4
D,1/14/2018 4:27:00 PM,American Airlines,3052,A1,4
A,1/14/2018 4:29:00 PM,American Airlines,711,A20,4
A,1/14/2018 4:30:00 PM,Southwest Airlines,3567,D2,4
D,1/14/2018 4:30:00 PM,American Airlines,500,A6,4
D,1/14/2018 4:30:00 PM,American Airlines,1791,A22,4
D,1/14/2018 4:30:00 PM,Southwest Airlines,5689,C8,4
D,1/14/2018 4:30:00 PM,Southwest Airlines,3648,D3,4
A,1/14/2018 4:32:00 PM,American Airlines,1422,A9,4
A,1/14/2018 4:34:00 PM,American Airlines,5891,B22,4
D,1/14/2018 4:35:00 PM,American Airlines,429,A26,4
D,1/14/2018 4:35:00 PM,American Airlines,614,B25,4
D,1/14/2018 4:35:00 PM,American Airlines,1543,A11,4
A,1/14/2018 4:39:00 PM,Frontier Airlines,1865,20,3
D,1/14/2018 4:39:00 PM,American Airlines,985,A25,4
D,1/14/2018 4:40:00 PM,American Airlines,1469,B14,4
D,1/14/2018 4:40:00 PM,American Airlines,2982,B15A,4
D,1/14/2018 4:40:00 PM,Southwest Airlines,2221,C14,4
D,1/14/2018 4:40:00 PM,Sun Country Airlines,604,1,2
A,1/14/2018 4:42:00 PM,American Airlines,535,B23,4
A,1/14/2018 4:43:00 PM,American Airlines,690,A5,4
A,1/14/2018 4:44:00 PM,American Airlines,589,A4,4
A,1/14/2018 4:44:00 PM,American Airlines,1829,A8,4
A,1/14/2018 4:44:00 PM,American Airlines,5853,B16,4
D,1/14/2018 4:45:00 PM,American Airlines,1455,A21,4
A,1/14/2018 4:50:00 PM,Southwest Airlines,4487,D4,4
D,1/14/2018 4:50:00 PM,Southwest Airlines,3125,D5,4
A,1/14/2018 4:50:00 PM,Southwest Airlines,3339,D8,4
A,1/14/2018 4:51:00 PM,American Airlines,686,A23,4
D,1/14/2018 4:55:00 PM,Southwest Airlines,4413,D1,4
A,1/14/2018 4:55:00 PM,Southwest Airlines,4238,D7,4
A,1/14/2018 4:55:00 PM,Southwest Airlines,4657,C6,4
A,1/14/2018 4:56:00 PM,American Airlines,636,A13,4
A,1/14/2018 4:57:00 PM,American Airlines,1458,A24,4
A,1/14/2018 4:58:00 PM,American Airlines,5803,B7,4
A,1/14/2018 4:59:00 PM,American Airlines,499,A2,4
A,1/14/2018 4:59:00 PM,American Airlines,695,A30,4
A,1/14/2018 4:59:00 PM,American Airlines,3146,B1A,4
A,1/14/2018 5:00:00 PM,Southwest Airlines,2491,C13,4
D,1/14/2018 5:00:00 PM,Great Lakes Airlines,3042,9,2
A,1/14/2018 5:03:00 PM,American Airlines,272,A19,4
A,1/14/2018 5:05:00 PM,Southwest Airlines,4292,C9,4
A,1/14/2018 5:05:00 PM,Southwest Airlines,3140,C3,4
A,1/14/2018 5:08:00 PM,American Airlines,5712,B5,4
A,1/14/2018 5:10:00 PM,American Airlines,502,B27,4
A,1/14/2018 5:10:00 PM,American Airlines,1371,A27,4
A,1/14/2018 5:10:00 PM,Southwest Airlines,3641,C11,4
A,1/14/2018 5:10:00 PM,Southwest Airlines,4176,C7,4
A,1/14/2018 5:10:00 PM,Southwest Airlines,4785,C16,4
A,1/14/2018 5:10:00 PM,Southwest Airlines,4518,C19,4
A,1/14/2018 5:11:00 PM,American Airlines,5912,B2,4
A,1/14/2018 5:11:00 PM,United Airlines,1811,6B,2
A,1/14/2018 5:13:00 PM,American Airlines,5876,B19,4
A,1/14/2018 5:15:00 PM,American Airlines,462,A7,4
A,1/14/2018 5:15:00 PM,American Airlines,5812,A1,4
A,1/14/2018 5:15:00 PM,American Airlines,3178,B3,4
A,1/14/2018 5:15:00 PM,Delta Air Lines,5800,18,3
A,1/14/2018 5:15:00 PM,Southwest Airlines,1435,D6,4
A,1/14/2018 5:15:00 PM,Southwest Airlines,3454,D3,4
D,1/14/2018 5:15:00 PM,Southwest Airlines,3567,D2,4
D,1/14/2018 5:15:00 PM,United Airlines,772,7,2
D,1/14/2018 5:15:00 PM,United Airlines,739,8,2
A,1/14/2018 5:18:00 PM,American Airlines,644,B8,4
A,1/14/2018 5:18:00 PM,Delta Air Lines,5734,23,3
A,1/14/2018 5:20:00 PM,Southwest Airlines,4426,C8,4
D,1/14/2018 5:25:00 PM,American Airlines,484,A20,4
D,1/14/2018 5:25:00 PM,Southwest Airlines,4487,D4,4
A,1/14/2018 5:25:00 PM,Southwest Airlines,309,C17,4
A,1/14/2018 5:25:00 PM,Southwest Airlines,4774,D1,4
A,1/14/2018 5:30:00 PM,Delta Air Lines,5805,15,3
A,1/14/2018 5:30:00 PM,Southwest Airlines,4370,C14,4
D,1/14/2018 5:30:00 PM,American Airlines,634,A4,4
D,1/14/2018 5:30:00 PM,American Airlines,548,B28,4
D,1/14/2018 5:30:00 PM,Southwest Airlines,4238,D7,4
A,1/14/2018 5:31:00 PM,WestJet,1516,B21,4
D,1/14/2018 5:35:00 PM,American Airlines,1422,A9,4
A,1/12/2018 4:32:00 PM,American Airlines,1422,A29,4
A,1/12/2018 4:34:00 PM,American Airlines,5891,B24,4
D,1/12/2018 4:35:00 PM,American Airlines,1543,B4,4
D,1/12/2018 4:35:00 PM,American Airlines,429,A26,4
D,1/12/2018 4:35:00 PM,American Airlines,614,A5,4
D,1/12/2018 4:35:00 PM,Southwest Airlines,151,C1,4
A,1/12/2018 4:39:00 PM,Frontier Airlines,1865,20,3
D,1/12/2018 4:40:00 PM,American Airlines,1469,B14,4
D,1/12/2018 4:40:00 PM,American Airlines,2982,A1,4
D,1/12/2018 4:40:00 PM,Southwest Airlines,1739,D4,4
A,1/12/2018 4:40:00 PM,American Airlines,711,A3,4
A,1/12/2018 4:40:00 PM,Southwest Airlines,128,C16,4
A,1/12/2018 4:40:00 PM,Southwest Airlines,1474,C4,4
A,1/12/2018 4:43:00 PM,American Airlines,690,A24,4
A,1/12/2018 4:44:00 PM,American Airlines,589,A12,4
A,1/12/2018 4:44:00 PM,American Airlines,1829,A8,4
A,1/12/2018 4:44:00 PM,American Airlines,5853,B19,4
D,1/12/2018 4:45:00 PM,American Airlines,1455,A27,4
D,1/12/2018 4:50:00 PM,American Airlines,484,A18,4
D,1/12/2018 4:50:00 PM,Southwest Airlines,464,C17,4
A,1/12/2018 4:50:00 PM,Southwest Airlines,1878,C3,4
A,1/12/2018 4:50:00 PM,Southwest Airlines,1905,C8,4
A,1/12/2018 4:50:00 PM,Southwest Airlines,1966,D3,4
A,1/12/2018 4:51:00 PM,American Airlines,686,A23,4
A,1/12/2018 4:56:00 PM,American Airlines,636,A4,4
A,1/12/2018 4:57:00 PM,American Airlines,1458,A14,4
A,1/12/2018 4:58:00 PM,American Airlines,5803,B2,4
A,1/11/2018 9:19:00 PM,United Airlines,8115,1,2
A,1/12/2018 4:59:00 PM,American Airlines,3146,B1A,4
A,1/12/2018 4:59:00 PM,American Airlines,695,A30,4
D,1/12/2018 5:00:00 PM,Great Lakes Airlines,3042,9,2
A,1/12/2018 5:00:00 PM,Southwest Airlines,1657,C13,4
A,1/12/2018 5:03:00 PM,American Airlines,272,A5,4
D,1/12/2018 5:04:00 PM,Delta Air Lines,2046,17,3
D,1/12/2018 5:05:00 PM,Southwest Airlines,1093,C6,4
A,1/12/2018 5:05:00 PM,Southwest Airlines,776,D6,4
A,1/12/2018 5:08:00 PM,American Airlines,5712,B1,4
A,1/12/2018 5:09:00 PM,Delta Air Lines,796,16,3
A,1/12/2018 5:10:00 PM,American Airlines,502,B28,4
A,1/12/2018 5:10:00 PM,American Airlines,1371,B7,4
A,1/12/2018 5:10:00 PM,United Airlines,1811,6B,2
A,1/12/2018 5:11:00 PM,American Airlines,5912,A1,4
A,1/12/2018 5:11:00 PM,American Airlines,1045,A9,4
A,1/12/2018 5:13:00 PM,American Airlines,5876,B17,4
D,1/12/2018 5:15:00 PM,Southwest Airlines,1710,C7,4
D,1/12/2018 5:15:00 PM,Southwest Airlines,1920,C9,4
A,1/12/2018 5:15:00 PM,American Airlines,3178,B3,4
A,1/12/2018 5:15:00 PM,American Airlines,5812,B16,4
A,1/12/2018 5:15:00 PM,American Airlines,462,B6,4
A,1/12/2018 5:15:00 PM,Southwest Airlines,5912,D1,4
D,1/12/2018 5:15:00 PM,United Airlines,739,,2
D,1/12/2018 5:17:00 PM,Delta Air Lines,899,19,3
A,1/12/2018 5:18:00 PM,American Airlines,644,A6,4
D,1/12/2018 5:20:00 PM,United Airlines,772,8,2
A,1/12/2018 5:20:00 PM,Delta Air Lines,5800,19,3
A,1/12/2018 5:20:00 PM,Southwest Airlines,5545,C1,4
D,1/12/2018 5:25:00 PM,Southwest Airlines,1474,C4,4
D,1/12/2018 5:25:00 PM,Southwest Airlines,1875,C3,4
D,1/12/2018 5:30:00 PM,American Airlines,634,A24,4
D,1/12/2018 5:30:00 PM,American Airlines,548,B27,4
A,1/12/2018 5:31:00 PM,WestJet,1516,B23,4
D,1/12/2018 5:35:00 PM,American Airlines,1422,A29,4
D,1/12/2018 5:35:00 PM,Southwest Airlines,6433,C8,4
D,1/12/2018 5:39:00 PM,Frontier Airlines,1864,20,3
D,1/12/2018 5:39:00 PM,Volaris,975,B26,4
A,1/12/2018 5:39:00 PM,United Airlines,5512,6A,2
D,1/12/2018 5:40:00 PM,American Airlines,1829,A12,4
A,1/12/2018 5:43:00 PM,Frontier Airlines,1311,20,3
D,1/12/2018 5:45:00 PM,American Airlines,589,A8,4
D,1/12/2018 5:45:00 PM,American Airlines,2937,B1A,4
D,1/12/2018 5:45:00 PM,Southwest Airlines,1966,D3,4
D,1/12/2018 5:50:00 PM,American Airlines,456,A20,4
D,1/12/2018 5:50:00 PM,American Airlines,5761,B19,4
D,1/12/2018 5:50:00 PM,Southwest Airlines,776,D6,4
A,1/12/2018 5:50:00 PM,Southwest Airlines,925,D2,4
A,1/12/2018 5:50:00 PM,Southwest Airlines,5637,C7,4
A,1/12/2018 5:50:00 PM,Southwest Airlines,1635,C11,4
D,1/12/2018 5:51:00 PM,Delta Air Lines,5800,19,3
D,1/12/2018 5:54:00 PM,American Airlines,5963,A1,4
D,1/12/2018 5:55:00 PM,American Airlines,695,A23,4
D,1/12/2018 5:55:00 PM,American Airlines,5798,B17,4
D,1/12/2018 5:55:00 PM,Southwest Airlines,1657,C13,4
D,1/12/2018 5:56:00 PM,United Airlines,1216,6B,2
A,1/12/2018 5:56:00 PM,United Airlines,1929,5,2
D,1/12/2018 6:00:00 PM,American Airlines,711,A3,4
D,1/12/2018 6:00:00 PM,American Airlines,5758,B1,4
D,1/12/2018 6:00:00 PM,Southwest Airlines,5912,D1,4
D,1/12/2018 6:01:00 PM,American Airlines,3051,B3,4
D,1/12/2018 6:04:00 PM,Delta Air Lines,796,16,3
D,1/12/2018 6:05:00 PM,American Airlines,636,A4,4
D,1/12/2018 6:05:00 PM,American Airlines,5779,B2,4
D,1/12/2018 6:05:00 PM,American Airlines,1458,A11,4
D,1/12/2018 6:05:00 PM,Southwest Airlines,5545,C1,4
D,1/12/2018 6:10:00 PM,American Airlines,5987,B24,4
D,1/12/2018 6:10:00 PM,American Airlines,686,A30,4
A,1/12/2018 6:10:00 PM,American Airlines,3041,B20,4
A,1/12/2018 6:10:00 PM,Southwest Airlines,5785,C18,4
A,1/12/2018 6:10:00 PM,Southwest Airlines,716,C6,4
D,1/12/2018 6:11:00 PM,American Airlines,5992,B5,4
A,1/12/2018 6:13:00 PM,Spirit Airlines,1167,2,2
D,1/12/2018 6:15:00 PM,American Airlines,2687,A5,4
D,1/12/2018 6:15:00 PM,American Airlines,5843,B22,4
D,1/12/2018 6:15:00 PM,United Airlines,5436,6A,2
D,1/12/2018 6:17:00 PM,American Airlines,1370,B7,4
D,1/12/2018 6:20:00 PM,American Airlines,1674,B28,4
D,1/12/2018 6:20:00 PM,American Airlines,272,A9,4
D,1/12/2018 6:20:00 PM,American Airlines,644,A6,4
D,1/12/2018 6:20:00 PM,WestJet,1517,B23,4
A,1/12/2018 6:20:00 PM,Southwest Airlines,6061,D1,4
A,1/12/2018 6:24:00 PM,American Airlines,537,B27,4
D,1/12/2018 6:25:00 PM,Southwest Airlines,1635,C11,4
A,1/12/2018 6:25:00 PM,Southwest Airlines,729,D8,4
A,1/12/2018 6:25:00 PM,Southwest Airlines,957,C9,4
A,1/12/2018 6:25:00 PM,Southwest Airlines,1096,C8,4
A,1/12/2018 6:28:00 PM,American Airlines,1164,A17,4
A,1/13/2018 4:18:00 PM,United Airlines,364,5,2
D,1/13/2018 4:20:00 PM,American Airlines,574,A2,4
D,1/13/2018 4:20:00 PM,American Airlines,1369,A7,4
D,1/13/2018 4:20:00 PM,Southwest Airlines,2653,C3,4
A,1/13/2018 4:20:00 PM,United Airlines,1168,3,2
D,1/13/2018 4:21:00 PM,American Airlines,2083,A6,4
A,1/13/2018 4:21:00 PM,United Airlines,1797,,2
D,1/13/2018 4:22:00 PM,American Airlines,5927,B17,4
A,1/13/2018 4:22:00 PM,American Airlines,596,A8,4
D,1/13/2018 4:24:00 PM,American Airlines,985,A25,4
A,1/13/2018 4:24:00 PM,Volaris,974,B26,4
D,1/13/2018 4:25:00 PM,American Airlines,579,A17,4
D,1/13/2018 4:25:00 PM,American Airlines,3037,B3,4
D,1/13/2018 4:25:00 PM,American Airlines,5831,B2,4
D,1/13/2018 4:25:00 PM,American Airlines,5942,B1,4
D,1/13/2018 4:25:00 PM,Southwest Airlines,4180,C11,4
D,1/13/2018 4:25:00 PM,Southwest Airlines,5768,D2,4
A,1/13/2018 4:25:00 PM,Southwest Airlines,3759,C16,4
A,1/13/2018 4:26:00 PM,American Airlines,535,B25,4
D,1/13/2018 4:27:00 PM,American Airlines,3052,B1A,4
A,1/13/2018 4:27:00 PM,WestJet,1912,B23,4
D,1/13/2018 4:30:00 PM,American Airlines,1791,A26,4
A,1/13/2018 4:32:00 PM,American Airlines,1422,A20,4
A,1/13/2018 4:34:00 PM,American Airlines,5891,B22,4
D,1/13/2018 4:35:00 PM,American Airlines,1543,A11,4
D,1/13/2018 4:35:00 PM,American Airlines,429,A19,4
A,1/13/2018 4:35:00 PM,Southwest Airlines,3743,C1,4
A,1/13/2018 4:36:00 PM,American Airlines,5904,B24,4
A,1/13/2018 4:39:00 PM,Frontier Airlines,1865,25,3
D,1/13/2018 4:40:00 PM,American Airlines,2982,B20,4
D,1/13/2018 4:40:00 PM,American Airlines,1469,A18,4
D,1/13/2018 4:40:00 PM,Southwest Airlines,3423,D6,4
A,1/13/2018 4:40:00 PM,American Airlines,711,A27,4
A,1/13/2018 4:43:00 PM,American Airlines,690,A5,4
A,1/13/2018 4:44:00 PM,American Airlines,589,A12,4
A,1/13/2018 4:44:00 PM,American Airlines,1829,B7,4
A,1/13/2018 4:44:00 PM,American Airlines,5853,B2,4
D,1/13/2018 4:45:00 PM,American Airlines,1455,A14,4
D,1/13/2018 4:45:00 PM,Southwest Airlines,3717,C17,4
D,1/13/2018 4:45:00 PM,Southwest Airlines,3046,D8,4
D,1/13/2018 4:50:00 PM,American Airlines,484,A29,4
D,1/13/2018 4:50:00 PM,Southwest Airlines,5851,C2,4
A,1/13/2018 4:50:00 PM,Southwest Airlines,4241,C6,4
A,1/13/2018 4:51:00 PM,American Airlines,686,A19,4
A,1/13/2018 4:55:00 PM,Southwest Airlines,4653,D4,4
A,1/13/2018 4:55:00 PM,Southwest Airlines,3485,C13,4
A,1/13/2018 4:55:00 PM,Southwest Airlines,3555,C19,4
A,1/13/2018 4:56:00 PM,American Airlines,636,A9,4
A,1/13/2018 4:57:00 PM,American Airlines,1458,B14,4
A,1/13/2018 4:58:00 PM,American Airlines,5803,B18,4
A,1/13/2018 4:59:00 PM,American Airlines,3146,B1,4
A,1/13/2018 4:59:00 PM,American Airlines,695,A24,4
A,1/13/2018 5:00:00 PM,Southwest Airlines,3182,D7,4
A,1/13/2018 5:00:00 PM,Southwest Airlines,3872,C7,4
A,1/13/2018 5:00:00 PM,Southwest Airlines,2128,C4,4
A,1/13/2018 5:00:00 PM,Southwest Airlines,5898,C18,4
A,1/13/2018 5:03:00 PM,American Airlines,272,A23,4
D,1/13/2018 5:05:00 PM,Southwest Airlines,3763,C16,4
A,1/13/2018 5:05:00 PM,Southwest Airlines,3068,C9,4
A,1/13/2018 5:05:00 PM,Southwest Airlines,3634,C17,4
A,1/13/2018 5:05:00 PM,Southwest Airlines,5630,C3,4
A,1/13/2018 5:05:00 PM,Southwest Airlines,2413,C6,4
A,1/13/2018 5:07:00 PM,Delta Air Lines,942,17,3
A,1/13/2018 5:10:00 PM,American Airlines,502,B27,4
A,1/13/2018 5:10:00 PM,American Airlines,1371,B4,4
A,1/13/2018 5:10:00 PM,United Airlines,1811,8,2
A,1/13/2018 5:10:00 PM,Southwest Airlines,5973,C11,4
A,1/13/2018 5:10:00 PM,Southwest Airlines,3505,D2,4
A,1/13/2018 5:10:00 PM,Southwest Airlines,2611,C8,4
A,1/13/2018 5:11:00 PM,American Airlines,5912,B16,4
A,1/13/2018 5:11:00 PM,American Airlines,1045,A11,4
A,1/13/2018 5:13:00 PM,American Airlines,5712,B18,4
A,1/13/2018 5:13:00 PM,Delta Air Lines,5800,16,3
D,1/13/2018 5:15:00 PM,American Airlines,614,A8,4
D,1/13/2018 5:15:00 PM,United Airlines,772,5,2
D,1/13/2018 5:15:00 PM,Southwest Airlines,3515,C1,4
D,1/13/2018 5:15:00 PM,United Airlines,739,,2
A,1/13/2018 5:15:00 PM,American Airlines,3178,B20,4
A,1/13/2018 5:15:00 PM,American Airlines,5812,B1,4
A,1/13/2018 5:15:00 PM,American Airlines,462,A7,4
A,1/13/2018 5:15:00 PM,Southwest Airlines,4629,D6,4
A,1/13/2018 5:18:00 PM,American Airlines,644,B12,4
A,1/13/2018 5:27:00 PM,Delta Air Lines,5687,18,3
D,1/13/2018 5:30:00 PM,American Airlines,634,A4,4
A,1/13/2018 5:30:00 PM,Southwest Airlines,2703,D8,4
A,1/13/2018 5:31:00 PM,WestJet,1516,B21,4
D,1/13/2018 5:35:00 PM,Southwest Airlines,4653,D4,4
D,1/13/2018 5:39:00 PM,Frontier Airlines,1864,25,3
D,1/13/2018 5:39:00 PM,Volaris,975,B26,4
A,1/13/2018 5:39:00 PM,American Airlines,573,B28,4
A,1/13/2018 5:39:00 PM,United Airlines,5512,7,2
D,1/13/2018 5:40:00 PM,American Airlines,1829,A12,4
D,1/13/2018 5:40:00 PM,Southwest Airlines,3872,C7,4
A,1/13/2018 5:42:00 PM,Alaska Airlines,172,11,2
A,1/13/2018 5:43:00 PM,Frontier Airlines,1311,26,3
D,1/13/2018 5:45:00 PM,American Airlines,2937,B1,4
D,1/13/2018 5:45:00 PM,Southwest Airlines,5477,C2,4
A,1/13/2018 5:45:00 PM,Southwest Airlines,4052,C1,4
D,1/13/2018 5:50:00 PM,American Airlines,5761,B19,4
D,1/13/2018 5:54:00 PM,American Airlines,5963,B18,4
D,1/13/2018 5:55:00 PM,American Airlines,695,A19,4
D,1/13/2018 5:55:00 PM,American Airlines,5798,B22,4
D,1/13/2018 5:55:00 PM,Southwest Airlines,3182,D7,4
D,1/13/2018 5:55:00 PM,Southwest Airlines,4243,C6,4
D,1/13/2018 5:55:00 PM,Southwest Airlines,4452,C4,4
D,1/13/2018 5:55:00 PM,Southwest Airlines,4707,C19,4
D,1/13/2018 5:55:00 PM,Southwest Airlines,5898,C18,4
D,1/13/2018 5:55:00 PM,Southwest Airlines,2611,C8,4
D,1/13/2018 5:56:00 PM,United Airlines,1216,3,2
A,1/13/2018 5:58:00 PM,Delta Air Lines,2581,15,3
D,1/13/2018 6:00:00 PM,American Airlines,5758,B1,4
D,1/13/2018 6:00:00 PM,Southwest Airlines,3634,C17,4
D,1/13/2018 6:00:00 PM,Southwest Airlines,3068,C9,4
D,1/13/2018 6:00:00 PM,Southwest Airlines,5630,C3,4
D,1/13/2018 6:00:00 PM,WestJet,1323,B23,4
D,1/14/2018 5:35:00 PM,Southwest Airlines,3339,D8,4
A,1/14/2018 5:39:00 PM,United Airlines,5512,7,2
D,1/14/2018 5:39:00 PM,Frontier Airlines,1864,20,3
A,1/14/2018 5:40:00 PM,Southwest Airlines,5672,D5,4
D,1/14/2018 5:40:00 PM,American Airlines,1829,A8,4
D,1/14/2018 5:40:00 PM,Southwest Airlines,5492,C13,4
D,1/14/2018 5:45:00 PM,American Airlines,589,B9,4
D,1/14/2018 5:45:00 PM,American Airlines,2937,B1A,4
D,1/14/2018 5:45:00 PM,Delta Air Lines,5823,18,3
D,1/14/2018 5:46:00 PM,United Airlines,1216,3,2
A,1/14/2018 5:50:00 PM,Southwest Airlines,3288,D4,4
D,1/14/2018 5:50:00 PM,American Airlines,5761,B22,4
D,1/14/2018 5:50:00 PM,Southwest Airlines,4727,C6,4
D,1/14/2018 5:50:00 PM,Southwest Airlines,4518,C19,4
D,1/14/2018 5:54:00 PM,American Airlines,5963,B19,4
A,1/14/2018 5:55:00 PM,Southwest Airlines,3320,D2,4
D,1/14/2018 5:55:00 PM,American Airlines,695,A23,4
D,1/14/2018 5:55:00 PM,American Airlines,5798,B7,4
A,1/14/2018 5:56:00 PM,United Airlines,1929,6A,2
A,1/14/2018 5:58:00 PM,Delta Air Lines,2581,23,3
D,1/14/2018 6:00:00 PM,American Airlines,711,B23,4
D,1/14/2018 6:00:00 PM,American Airlines,5758,B5,4
D,1/14/2018 6:00:00 PM,Southwest Airlines,4176,C7,4
D,1/14/2018 6:00:00 PM,Southwest Airlines,3454,D3,4
D,1/14/2018 6:01:00 PM,American Airlines,3051,B3,4
A,1/14/2018 6:05:00 PM,Southwest Airlines,2525,D7,4
D,1/14/2018 6:05:00 PM,American Airlines,5779,B2,4
D,1/14/2018 6:05:00 PM,American Airlines,636,A13,4
D,1/14/2018 6:05:00 PM,American Airlines,1458,A24,4
D,1/14/2018 6:05:00 PM,Southwest Airlines,3641,C11,4
D,1/14/2018 6:05:00 PM,Southwest Airlines,3140,C3,4
A,1/14/2018 6:10:00 PM,American Airlines,3041,B19,4
D,1/14/2018 6:10:00 PM,American Airlines,686,A30,4
D,1/14/2018 6:10:00 PM,American Airlines,5987,A1,4
D,1/14/2018 6:10:00 PM,Southwest Airlines,1435,D6,4
D,1/14/2018 6:10:00 PM,Southwest Airlines,4774,D1,4
D,1/14/2018 6:10:00 PM,Southwest Airlines,4295,C9,4
D,1/14/2018 6:10:00 PM,Southwest Airlines,4785,C16,4
D,1/14/2018 6:11:00 PM,American Airlines,5992,B20,4
A,1/14/2018 6:13:00 PM,Spirit Airlines,1167,2,2
D,1/14/2018 6:15:00 PM,American Airlines,2687,A27,4
D,1/14/2018 6:15:00 PM,American Airlines,5843,B16,4
D,1/14/2018 6:15:00 PM,Southwest Airlines,4426,C8,4
D,1/14/2018 6:15:00 PM,Southwest Airlines,309,C17,4
D,1/14/2018 6:15:00 PM,United Airlines,5436,7,2
A,1/14/2018 6:15:00 PM,Southwest Airlines,1003,D8,4
D,1/14/2018 6:17:00 PM,American Airlines,462,A7,4
D,1/14/2018 6:20:00 PM,WestJet,1517,B21,4
D,1/14/2018 6:20:00 PM,American Airlines,1674,B27,4
D,1/14/2018 6:20:00 PM,American Airlines,272,A19,4
D,1/14/2018 6:20:00 PM,Southwest Airlines,6221,C14,4
A,1/14/2018 6:20:00 PM,Southwest Airlines,3490,C13,4
A,1/14/2018 6:25:00 PM,Southwest Airlines,4365,D6,4
A,1/14/2018 6:25:00 PM,Southwest Airlines,5874,C6,4
D,1/14/2018 6:25:00 PM,Southwest Airlines,4533,D5,4
A,1/14/2018 6:28:00 PM,American Airlines,1164,A22,4
